host
23661 -2266.6244
32021 -2277.2013
32781 -2254.0082
17581 -2266.0818
25181 -2239.6677
39621 -2282.1367
35061 -2261.3145
14541 -2235.1991
37341 -2261.0546
19101 -2258.7561
16821 -2248.6982
19861 -2257.7430
31261 -2241.7920
6181 -2264.8098
10741 -2280.8330
22141 -2258.9734
28221 -2248.7793
2381 -2259.9978
20621 -2281.9839
8461 -2271.4683
5421 -2272.9562
9221 -2258.4529
36581 -2278.7591
15301 -2276.0789
11501 -2268.4225
18341 -2293.7210
3901 -2256.5655
34301 -2262.2763
12261 -2256.3143
13781 -2261.5792
33541 -2256.5131
38861 -2259.8391
29741 -2291.4550
25941 -2258.6257
24421 -2286.5568
21381 -2281.8485
6941 -2268.2349
35821 -2249.7805
28981 -2253.6295
27461 -2249.9078
7701 -2250.2032
26701 -2255.2985
22901 -2277.1091
4661 -2244.3988
30501 -2279.1723
16061 -2267.6136
13021 -2279.1768
3141 -2255.8476
38101 -2294.9483
9981 -2284.6400
